bus,I_SCC_base_pu,I_SCC_scenario_pu,delta_I_SCC_pu,delta_I_SCC_pct,SCL_base_pu,SCL_scenario_pu,delta_SCL_pu,delta_SCL_pct,SCL_base_MVA,SCL_scenario_MVA,delta_SCL_MVA,V_base_pu,V_scenario_pu,delta_V_pu,delta_V_pct
31,52.77210853408625,52.7669552936971,-0.00515324038914855,-0.009765083359934347,52.77210853408625,52.7669552936971,-0.00515324038914855,-0.009765083359934347,5277.210853408625,5276.69552936971,-0.515324038914514,1.03,1.03,0.0,0.0
27,17.792808961009214,17.79286512443832,5.616342910386152e-05,0.00031565240332168386,17.792808961009214,17.79286512443832,5.616342910386152e-05,0.00031565240332168386,1779.2808961009214,1779.2865124438315,0.0056163429101161455,0.9929766970736976,0.9929647830613594,-1.1914012338243296e-05,-0.0011998279892523047
10,18.39409509782949,18.39489801373593,0.0008029159064406599,0.004365074238065695,18.39409509782949,18.39489801373593,0.0008029159064406599,0.004365074238065695,1839.4095097829488,1839.4898013735929,0.08029159064403757,1.0194443233226258,1.0194372954552036,-7.027867422237932e-06,-0.0006893821723713506
12,23.04112850458046,23.0430456526227,0.0019171480422386367,0.008320547502078803,23.04112850458046,23.0430456526227,0.0019171480422386367,0.008320547502078803,2304.112850458046,2304.30456526227,0.1917148042239205,1.0205522583837412,1.020560245255683,7.986871941811913e-06,0.0007826029364200126
13,10.490677524323166,10.49094827831826,0.0002707539950943527,0.0025809009424471955,10.490677524323166,10.49094827831826,0.0002707539950943527,0.0025809009424471955,1049.0677524323166,1049.0948278318258,0.02707539950915816,1.0012654184761305,1.0012530247144116,-1.2393761718909602e-05,-0.001237809824469141
15,26.228721632042813,26.227572641846947,-0.0011489901958654514,-0.004380656487892897,26.228721632042813,26.227572641846947,-0.0011489901958654514,-0.004380656487892897,2622.872163204281,2622.7572641846946,-0.11489901958657356,0.985929029738666,0.9859086503829876,-2.0379355678445954e-05,-0.002067020552569365
55,10.515517629596202,10.515744458325477,0.0002268287292750415,0.002157085720978928,10.515517629596202,10.515744458325477,0.0002268287292750415,0.002157085720978928,1051.5517629596202,1051.5744458325478,0.022682872927589415,0.9908234072226244,0.9907900527811682,-3.335444145624589e-05,-0.003366335636916539
16,19.22732531176096,19.22715252600205,-0.00017278575890955494,-0.0008986468794173126,19.22732531176096,19.22715252600205,-0.00017278575890955494,-0.0008986468794173126,1922.732531176096,1922.7152526002053,-0.01727857589071391,0.9883659333977152,0.9883509676109876,-1.496578672754989e-05,-0.0015141949172713652
17,12.179242474617304,12.179847565050968,0.0006050904336643015,0.004968210748126308,12.179242474617304,12.179847565050968,0.0006050904336643015,0.004968210748126308,1217.9242474617304,1217.9847565050968,0.060509043366437254,1.0114701949647038,1.0114777410299378,7.546065234009802e-06,0.0007460491936960267
18,11.399360218573698,11.397210804461942,-0.002149414111755732,-0.018855567948923624,11.399360218573698,11.397210804461942,-0.002149414111755732,-0.018855567948923624,1139.9360218573695,1139.7210804461945,-0.21494141117500476,1.0080890517129473,1.008080699389165,-8.352323782379045e-06,-0.0008285303533637982
19,11.330264741836451,11.3307447352014,0.0004799933649479726,0.0042363826078628194,11.330264741836451,11.3307447352014,0.0004799933649479726,0.0042363826078628194,1133.0264741836452,1133.07447352014,0.04799933649474042,1.0113629667262565,1.0113632213594477,2.546331911990052e-07,2.517723108086933e-05
20,10.484121388241356,5.379337218046912,-5.104784170194444,-48.69062443248512,10.484121388241356,5.379337218046912,-5.104784170194444,-48.69062443248512,1048.4121388241358,537.9337218046911,-510.4784170194447,1.00820064387262,1.002782166218163,-0.005418477654457021,-0.5374404080564753
21,16.092790097416078,16.092885556075757,9.545865967908185e-05,0.0005931765660350536,16.092790097416078,16.092885556075757,9.545865967908185e-05,0.0005931765660350536,1609.2790097416078,1609.2885556075755,0.009545865967766076,0.9819328077693118,0.981906532830037,-2.6274939274761877e-05,-0.0026758388218488696
