bus,pre_fault_V_mag,pre_fault_V_ang_deg,P_net,Q_net,P_gen,Q_gen,P_conv,Q_conv,P_load,Q_load,P_shunt,Q_shunt,I_SCC_mag_pu,I_SCC_ang_deg,SCL_pu,SCL_MVA
31,1.03,-14.78,3.3613548507762347,0.8206000222743809,3.3613548507762347,0.8206000222743809,0.0,0.0,0.0,0.0,0.0,0.0,52.7669552936971,-100.70413786085452,52.7669552936971,5276.69552936971
27,0.9929647830613594,-25.69330767987356,-0.19999999999999607,-0.05999999999996743,3.941291737419306e-15,3.257116798494053e-14,0.0,0.0,0.2,0.06,0.0,0.0,17.79286512443832,-99.99493455384857,17.79286512443832,1779.2865124438317
10,1.0194372954552036,-21.428751588498372,-0.16800000000000068,-0.02500000000000012,-6.661338147750939e-16,-1.1796119636642288e-16,0.0,0.0,0.168,0.025,0.0,0.0,18.394898013735926,-101.27859412973517,18.394898013735926,1839.4898013735926
12,1.020560245255683,-22.972772403772762,-0.22900000000000095,-0.06500000000000135,-9.71445146547012e-16,-1.3461454173580023e-15,0.0,0.0,0.22899999999999998,0.065,0.0,0.0,23.0430456526227,-101.0440701304938,23.0430456526227,2304.30456526227
13,1.0012530247144116,-23.688757298998528,-0.20000000000000132,-0.03999999999999955,-1.304512053934559e-15,4.510281037539698e-16,0.0,0.0,0.2,0.04,0.0,-0.08020060955998065,10.490948278318259,-93.33119797758494,10.490948278318259,1049.0948278318258
15,0.9859086503829877,-25.804780301841763,-0.582000000000044,-0.36299999999999916,-4.39648317751562e-14,8.326672684688674e-16,0.0,0.0,0.5820000000000001,0.363,0.0,-0.12247399922940054,26.227572641846947,-99.25404691219538,26.227572641846947,2622.7572641846946
55,0.9907900527811682,-25.25699754513544,-0.22649999999999892,-0.06150000000000203,1.0547118733938987e-15,-2.0261570199409107e-15,0.0,0.0,0.22649999999999998,0.061500000000000006,0.0,0.0,10.515744458325477,-89.17122812671528,10.515744458325477,1051.5744458325478
16,0.9883509676109877,-26.012948961911434,-0.5780000000000024,-0.40400000000000086,-2.4424906541753444e-15,-8.881784197001252e-16,0.0,0.0,0.578,0.40399999999999997,0.0,-0.2813292389311418,19.227152526002055,-99.49686615028766,19.227152526002055,1922.7152526002055
17,1.0114777410299378,-23.64342905752592,-0.3279999999999999,-0.1289999999999935,5.551115123125783e-17,6.494804694057166e-15,0.0,0.0,0.32799999999999996,0.129,0.0,-0.15960160641344806,12.179847565050968,-95.2135687444466,12.179847565050968,1217.9847565050968
18,1.0080806993891647,-25.868883304140493,-0.4500000000000137,-0.1199999999999903,-1.3711254354120683e-14,9.700573677662305e-15,0.0,0.0,0.45,0.12,0.0,-0.18292080536657052,11.397210804461942,-95.53149423433237,11.397210804461942,1139.7210804461943
