bus,pre_fault_V_mag,pre_fault_V_ang_deg,P_net,Q_net,P_gen,Q_gen,P_conv,Q_conv,P_load,Q_load,P_shunt,Q_shunt,I_SCC_mag_pu,I_SCC_ang_deg,SCL_pu,SCL_MVA
31,1.03,-14.78,3.3594151749852603,0.8856469947926394,3.3594151749852603,0.8856469947926394,0.0,0.0,0.0,0.0,0.0,0.0,52.752260208650796,-100.68269777550226,52.752260208650796,5275.22602086508
27,0.9930643251917699,-26.121951351045833,-0.20000000000000137,-0.06000000000000288,-1.3600232051658168e-15,-2.8796409701214998e-15,0.0,0.0,0.2,0.06,0.0,0.0,17.741129314898338,-100.399988639457,17.741129314898338,1774.1129314898337
10,1.0195613484335508,-21.708278899569443,-0.16799999999999973,-0.024999999999996175,2.7755575615628914e-16,3.8267999880048365e-15,0.0,0.0,0.168,0.025,0.0,0.0,18.354059823002274,-101.54972572331053,18.354059823002274,1835.4059823002274
12,1.02045368366693,-23.387034708913923,-0.22900000000000156,-0.06499999999997919,-1.582067810090848e-15,2.0816681711721685e-14,0.0,0.0,0.22899999999999998,0.065,0.0,0.0,22.909955948780787,-101.41614736744705,22.909955948780787,2290.995594878079
13,1.0014174915279226,-24.013055171056326,-0.20000000000000068,-0.04000000000000245,-6.661338147750939e-16,-2.4494295480792516e-15,0.0,0.0,0.2,0.04,0.0,-0.08022695938704616,10.478484380352468,-93.66059066790686,10.478484380352468,1047.8484380352468
15,0.986107366161596,-26.241804949031582,-0.5820000000000148,-0.3629999999999665,-1.4765966227514582e-14,3.347322419244847e-14,0.0,0.0,0.5820000000000001,0.363,0.0,-0.12252337493736816,26.140712992483692,-99.66840474187127,26.140712992483692,2614.071299248369
55,0.9911943434573675,-25.62962507011868,-0.22649999999999948,-0.06149999999999807,4.996003610813204e-16,1.9359513991901167e-15,0.0,0.0,0.22649999999999998,0.061500000000000006,0.0,0.0,10.505754378910714,-89.55428281282457,10.505754378910714,1050.5754378910715
16,0.9884852211216388,-26.44432065813105,-0.5780000000000035,-0.4040000000000248,-3.552713678800501e-15,-2.481348460037225e-14,0.0,0.0,0.578,0.40399999999999997,0.0,-0.28140567332425787,19.171828696777187,-99.90605216427306,19.171828696777187,1917.1828696777186
17,1.011341192591296,-24.01324875019795,-0.32800000000000307,-0.1290000000000085,-3.1086244689504383e-15,-8.493206138382448e-15,0.0,0.0,0.32799999999999996,0.129,0.0,-0.15955851722178965,12.148183179495792,-95.57542219061716,12.148183179495792,1214.8183179495793
18,1.0081417530082482,-26.439513781156037,-0.44999999999999657,-0.11999999999996756,3.4416913763379853e-15,3.2432390106862385e-14,0.0,0.0,0.45,0.12,0.0,-0.18294296294853785,11.354387237412983,-96.05923173678981,11.354387237412983,1135.4387237412982
19,1.0113736234528454,-23.564315128165546,-0.18299999999999755,-0.04999999999998608,2.4424906541753444e-15,1.39194211712379e-14,0.0,0.0,0.183,0.05,0.0,0.0,11.307970151827991,-93.58804257607764,11.307970151827991,1130.7970151827992
20,1.0083263341102058,-24.79043365760016,-0.1530000000000021,-0.05000000000000034,-2.1094237467877974e-15,-3.400058012914542e-16,0.0,0.0,0.153,0.05,0.0,-0.07320398371632911,10.436550020878862,-95.69975100277368,10.436550020878862,1043.6550020878863
21,0.9821966998131317,-27.20388652222441,-0.7440000000000062,-0.2680000000000069,-6.106226635438361e-15,-6.8833827526759706e-15,0.0,0.0,0.7440000000000001,0.268,0.0,0.0,16.07740285027386,-99.75117041963279,16.07740285027386,1607.7402850273859
5,1.0101546323718051,-25.85909669757145,-0.14000000000000148,-0.03199999999999922,-1.4710455076283324e-15,7.840950111415168e-16,0.0,0.0,0.14,0.032,0.0,0.0,11.887522081291975,-95.57491073356428,11.887522081291975,1188.7522081291975
1,1.022191794125042,-16.14912392777072,6.809165192523117e-16,9.078886923364157e-15,6.809165192523117e-16,9.078886923364157e-15,0.0,0.0,0.0,0.0,0.0,0.0,32.458390576344954,-101.45978735097151,32.458390576344954,3245.8390576344955
