bus,pre_fault_V_mag,pre_fault_V_ang_deg,P_net,Q_net,P_gen,Q_gen,P_conv,Q_conv,P_load,Q_load,P_shunt,Q_shunt,I_SCC_mag_pu,I_SCC_ang_deg,SCL_pu,SCL_MVA
31,1.03,-14.78,4.85454231424093,0.7280126197298219,4.85454231424093,0.7280126197298219,0.0,0.0,0.0,0.0,0.0,0.0,47.25940571214604,-100.43641122551541,47.25940571214604,4725.9405712146045
27,0.9934277709261793,-26.13948144196834,-0.1999999999999922,-0.06000000000000049,7.799316747991725e-15,-4.926614671774132e-16,0.0,0.0,0.2,0.06,0.0,0.0,17.519955049884533,-100.33910574347274,17.519955049884533,1751.9955049884534
10,1.0199298092847306,-21.72088676708566,-0.1679999999999986,-0.02500000000000487,1.4155343563970746e-15,-4.867634073590921e-15,0.0,0.0,0.168,0.025,0.0,0.0,17.925597841779638,-101.39660192145082,17.925597841779638,1792.5597841779638
12,1.020865688283711,-23.40587677370674,-0.22899999999999987,-0.06499999999999598,1.1102230246251565e-16,4.0245584642661925e-15,0.0,0.0,0.22899999999999998,0.065,0.0,0.0,22.337325171250715,-101.25985479647555,22.337325171250715,2233.7325171250714
13,1.0017811225726814,-24.02649700642982,-0.2000000000000011,-0.040000000000002,-1.0824674490095276e-15,-1.9984014443252818e-15,0.0,0.0,0.2,0.04,0.0,-0.08028523340343853,10.367312883777679,-93.68156414584533,10.367312883777679,1036.731288377768
15,0.9864343350382593,-26.259376461238713,-0.5820000000000962,-0.3630000000000178,-9.614531393253856e-14,-1.7819079545233762e-14,0.0,0.0,0.5820000000000001,0.363,0.0,-0.12260463986513896,25.772845720096317,-99.6427253621534,25.772845720096317,2577.2845720096316
55,0.9915543436608459,-25.644676567368894,-0.2264999999999979,-0.06149999999999822,2.0816681711721685e-15,1.7832957333041577e-15,0.0,0.0,0.22649999999999998,0.061500000000000006,0.0,0.0,10.422411399850779,-89.58651615876857,10.422411399850779,1042.2411399850778
16,0.9888391954085106,-26.461700948736254,-0.5780000000000002,-0.4040000000000167,-2.220446049250313e-16,-1.6708856520608606e-14,0.0,0.0,0.578,0.40399999999999997,0.0,-0.28160725086033145,18.93529630410142,-99.85763335048689,18.93529630410142,1893.529630410142
17,1.011742603181102,-24.029364675379867,-0.3280000000000039,-0.12899999999999867,-3.941291737419306e-15,1.3322676295501878e-15,0.0,0.0,0.32799999999999996,0.129,0.0,-0.159685202834301,11.978065518573203,-95.5662148796379,11.978065518573203,1197.8065518573203
18,1.0084249296975332,-26.463212883099736,-0.4499999999999789,-0.11999999999998483,2.1094237467877974e-14,1.51684220739412e-14,0.0,0.0,0.45,0.12,0.0,-0.18304575099038545,11.254046103933698,-96.04460800880898,11.254046103933698,1125.4046103933697
