bus,pre_fault_V_mag,pre_fault_V_ang_deg,P_net,Q_net,P_gen,Q_gen,P_conv,Q_conv,P_load,Q_load,P_shunt,Q_shunt,I_SCC_mag_pu,I_SCC_ang_deg,SCL_pu,SCL_MVA
31,1.03,-14.78,3.4650167219857413,0.821577786996937,3.4650167219857413,0.821577786996937,0.0,0.0,0.0,0.0,0.0,0.0,52.10157381756524,-100.69536801715533,52.10157381756524,5210.157381756524
27,0.9930759978888156,-25.84527451580692,-0.19999999999999782,-0.06000000000000041,2.192690473634684e-15,-4.0939474033052647e-16,0.0,0.0,0.2,0.06,0.0,0.0,17.53207605263263,-100.20291361047867,17.53207605263263,1753.2076052632628
10,1.019550129103517,-21.51261411019239,-0.16799999999999726,-0.024999999999995498,2.7478019859472624e-15,4.503342143635791e-15,0.0,0.0,0.168,0.025,0.0,0.0,18.22439658715591,-101.41183385444404,18.22439658715591,1822.439658715591
12,1.0205806775510733,-23.109305707081024,-0.22899999999999657,-0.06499999999999757,3.4139358007223564e-15,2.42861286636753e-15,0.0,0.0,0.22899999999999998,0.065,0.0,0.0,22.512531529301633,-101.19737885489448,22.512531529301633,2251.253152930163
13,1.0013866133099927,-23.794418754313874,-0.20000000000000254,-0.0400000000000046,-2.525757381022231e-15,-4.6004866582904924e-15,0.0,0.0,0.2,0.04,0.0,-0.08022201194531654,10.431443095127346,-93.51750508964786,10.431443095127346,1043.1443095127345
15,0.9860580445559727,-25.965561301665954,-0.5819999999999506,-0.36299999999997984,4.951594689828198e-14,2.015054789694659e-14,0.0,0.0,0.5820000000000001,0.363,0.0,-0.12251111887142711,25.721352623041046,-99.56186116710616,25.721352623041046,2572.135262304105
55,0.9910410376836044,-25.386273417914072,-0.22649999999999948,-0.06150000000000084,4.996003610813204e-16,-8.326672684688674e-16,0.0,0.0,0.22649999999999998,0.061500000000000006,0.0,0.0,10.453046508919538,-89.43223693679583,10.453046508919538,1045.3046508919538
16,0.988476334821798,-26.1678005683915,-0.5780000000000056,-0.4040000000000164,-5.662137425588298e-15,-1.6431300764452317e-14,0.0,0.0,0.578,0.40399999999999997,0.0,-0.28140061377678777,18.934147873947573,-99.72822954067392,18.934147873947573,1893.4147873947572
17,1.0114887074079877,-23.76245647541029,-0.32800000000000346,-0.1290000000000056,-3.497202527569243e-15,-5.6066262743570405e-15,0.0,0.0,0.32799999999999996,0.129,0.0,-0.15960506721336554,12.05850237764678,-95.38408366707776,12.05850237764678,1205.850237764678
18,1.0081467235801058,-26.09077693376653,-0.450000000000019,-0.12000000000001079,-1.8984813721090177e-14,-1.0796918914479647e-14,0.0,0.0,0.45,0.12,0.0,-0.1829447669277544,11.134007849698532,-95.8500351457903,11.134007849698532,1113.4007849698532
19,1.0114319990581615,-23.32984660381967,-0.18300000000000222,-0.049999999999992925,-2.220446049250313e-15,7.077671781985373e-15,0.0,0.0,0.183,0.05,0.0,0.0,11.240113120140977,-93.43001791943647,11.240113120140977,1124.0113120140977
20,1.0056474158562745,-24.316581203582516,-0.15299999999999755,-0.04999999999999578,2.4424906541753444e-15,4.225786387479502e-15,0.0,0.0,0.153,0.05,0.0,-0.07281552420132499,8.764314972216841,-93.17627414069104,8.764314972216841,876.4314972216841
21,0.9821042166425884,-26.95129877974939,-0.744000000000003,-0.26800000000000695,-2.886579864025407e-15,-6.938893903907228e-15,0.0,0.0,0.7440000000000001,0.268,0.0,0.0,15.995921931366663,-99.58997246535499,15.995921931366663,1599.5921931366663
5,1.0101032233378733,-25.446381844522662,-0.13999999999999957,-0.032000000000000826,4.440892098500626e-16,-8.257283745649602e-16,0.0,0.0,0.14,0.032,0.0,0.0,11.48427499034376,-95.4264329977219,11.48427499034376,1148.427499034376
1,1.0223654962517843,-16.093199596544125,9.08042970816844e-16,5.4482578249010645e-15,9.08042970816844e-16,5.4482578249010645e-15,0.0,0.0,0.0,0.0,0.0,0.0,32.13193983423757,-101.40408885321283,32.13193983423757,3213.193983423757
56,1.022052429611169,-16.567328994732026,-0.1400000000000002,-0.03700000000000563,-1.942890293094024e-16,-5.627442956068762e-15,0.0,0.0,0.14,0.037000000000000005,0.0,0.0,18.25308908392786,-99.4475007150754,18.25308908392786,1825.3089083927862
29,1.023458313762697,-16.127173917477414,-4.545067938733535e-16,0.0,-4.545067938733535e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7364211272686,-101.66757869760421,34.7364211272686,3473.64211272686
30,1.005533677134002,-20.325033901655402,-0.2340000000000045,-0.06200000000000581,-4.524158825347513e-15,-5.80785419757035e-15,0.0,0.0,0.23399999999999999,0.062,0.0,0.0,20.125161622742617,-100.77424211153966,20.125161622742617,2012.5161622742617
3,0.9978839154700794,-21.44864704208108,-0.1229999999999994,-0.050000000000009995,6.106226635438361e-16,-9.992007221626409e-15,0.0,0.0,0.12300000000000001,0.05,0.0,0.0,19.80544769665329,-102.42405874123422,19.80544769665329,1980.5447696653289
