bus,I_SCC_base_pu,I_SCC_scenario_pu,delta_I_SCC_pu,delta_I_SCC_pct,SCL_base_pu,SCL_scenario_pu,delta_SCL_pu,delta_SCL_pct,SCL_base_MVA,SCL_scenario_MVA,delta_SCL_MVA,V_base_pu,V_scenario_pu,delta_V_pu,delta_V_pct
31,52.77210853408625,52.10157381756524,-0.6705347165210114,-1.2706233181641842,52.77210853408625,52.10157381756524,-0.6705347165210114,-1.2706233181641842,5277.210853408625,5210.157381756524,-67.0534716521006,1.03,1.03,0.0,0.0
27,17.792808961009214,17.53207605263263,-0.26073290837658547,-1.4653836218213214,17.792808961009214,17.53207605263263,-0.26073290837658547,-1.4653836218213214,1779.2808961009214,1753.2076052632628,-26.073290837658533,0.9929766970736976,0.9930759978888156,9.930081511799749e-05,0.010000316765804977
10,18.39409509782949,18.22439658715591,-0.16969851067358022,-0.92257058458725,18.39409509782949,18.22439658715591,-0.16969851067358022,-0.92257058458725,1839.4095097829488,1822.439658715591,-16.969851067357922,1.0194443233226258,1.019550129103517,0.0001058057808911439,0.010378769930887075
12,23.04112850458046,22.512531529301636,-0.5285969752788233,-2.2941453374288545,23.04112850458046,22.512531529301636,-0.5285969752788233,-2.2941453374288545,2304.112850458046,2251.253152930163,-52.85969752788287,1.0205522583837412,1.0205806775510733,2.8419167332094375e-05,0.00278468516419748
13,10.490677524323166,10.431443095127346,-0.059234429195820226,-0.5646387381413851,10.490677524323166,10.431443095127346,-0.059234429195820226,-0.5646387381413851,1049.0677524323166,1043.1443095127345,-5.923442919582158,1.0012654184761305,1.001386613309993,0.0001211948338624147,0.012104166550250622
15,26.228721632042813,25.72135262304105,-0.5073690090017635,-1.9344023552483267,26.228721632042813,25.72135262304105,-0.5073690090017635,-1.9344023552483267,2622.872163204281,2572.135262304105,-50.73690090017635,0.985929029738666,0.9860580445559728,0.00012901481730676068,0.013085608944992503
55,10.515517629596202,10.453046508919538,-0.062471120676663716,-0.5940850738611012,10.515517629596202,10.453046508919538,-0.062471120676663716,-0.5940850738611012,1051.5517629596202,1045.3046508919538,-6.247112067666421,0.9908234072226244,0.9910410376836044,0.0002176304609800006,0.021964606345952223
16,19.22732531176096,18.934147873947573,-0.29317743781338734,-1.5247957428278218,19.22732531176096,18.934147873947573,-0.29317743781338734,-1.5247957428278218,1922.732531176096,1893.4147873947568,-29.31774378133923,0.9883659333977152,0.988476334821798,0.00011040142408280662,0.011170096049676517
17,12.179242474617304,12.05850237764678,-0.12074009697052368,-0.991359661507335,12.179242474617304,12.05850237764678,-0.12074009697052368,-0.991359661507335,1217.9242474617304,1205.850237764678,-12.074009697052361,1.0114701949647038,1.0114887074079877,1.851244328388013e-05,0.0018302509926677712
18,11.399360218573698,11.134007849698532,-0.2653523688751651,-2.327782996477379,11.399360218573698,11.134007849698532,-0.2653523688751651,-2.327782996477379,1139.9360218573695,1113.4007849698532,-26.53523688751625,1.0080890517129473,1.0081467235801058,5.767186715854855e-05,0.005720909979188086
19,11.330264741836451,11.240113120140975,-0.09015162169547608,-0.7956709198735278,11.330264741836451,11.240113120140975,-0.09015162169547608,-0.7956709198735278,1133.0264741836452,1124.0113120140977,-9.015162169547466,1.0113629667262565,1.0114319990581615,6.903233190502789e-05,0.0068256732920014785
20,10.484121388241356,8.764314972216841,-1.7198064160245146,-16.403915524608408,10.484121388241356,8.764314972216841,-1.7198064160245146,-16.403915524608408,1048.4121388241358,876.4314972216841,-171.98064160245167,1.00820064387262,1.0056474158562745,-0.00255322801634561,-0.25324602120252115
