bus,I_SCC_base_pu,I_SCC_scenario_pu,delta_I_SCC_pu,delta_I_SCC_pct,SCL_base_pu,SCL_scenario_pu,delta_SCL_pu,delta_SCL_pct,SCL_base_MVA,SCL_scenario_MVA,delta_SCL_MVA,V_base_pu,V_scenario_pu,delta_V_pu,delta_V_pct
31,52.77210853408625,52.77123752917079,-0.0008710049154601052,-0.0016505023954036455,52.77210853408625,52.77123752917079,-0.0008710049154601052,-0.0016505023954036455,5277.210853408625,5277.123752917079,-0.08710049154524313,1.03,1.03,0.0,0.0
27,17.792808961009214,17.799915354119957,0.007106393110742459,0.03993969207624979,17.792808961009214,17.799915354119957,0.007106393110742459,0.03993969207624979,1779.2808961009214,1779.9915354119958,0.7106393110743738,0.9929766970736976,0.9934277709261792,0.00045107385248155385,0.04542642881860859
10,18.39409509782949,18.402366055302103,0.008270957472614526,0.04496528602589699,18.39409509782949,18.402366055302103,0.008270957472614526,0.04496528602589699,1839.4095097829488,1840.2366055302105,0.8270957472616374,1.0194443233226258,1.0199298092847306,0.00048548596210484796,0.04762260684551432
12,23.04112850458046,23.04734888623838,0.006220381657922047,0.026996861966571938,23.04112850458046,23.04734888623838,0.006220381657922047,0.026996861966571938,2304.112850458046,2304.7348886238383,0.6220381657922189,1.0205522583837412,1.020865688283711,0.0003134298999698526,0.03071179328594448
13,10.490677524323166,10.495746580288731,0.005069055965565283,0.048319624293211,10.490677524323166,10.495746580288731,0.005069055965565283,0.048319624293211,1049.0677524323166,1049.574658028873,0.5069055965564075,1.0012654184761305,1.0017811225726814,0.0005157040965508841,0.0515052339803922
15,26.228721632042813,26.24039429711261,0.011672665069795585,0.04450337013579592,26.228721632042813,26.24039429711261,0.011672665069795585,0.04450337013579592,2622.872163204281,2624.039429711261,1.1672665069800132,0.985929029738666,0.9864343350382592,0.0005053052995931395,0.05125169097892143
55,10.515517629596202,10.522868538244545,0.00735090864834298,0.0699053428207248,10.515517629596202,10.522868538244545,0.00735090864834298,0.0699053428207248,1051.5517629596202,1052.2868538244545,0.7350908648343193,0.9908234072226244,0.991554343660846,0.000730936438221641,0.07377060663822303
16,19.22732531176096,19.235306710913974,0.007981399153013768,0.041510709490787626,19.22732531176096,19.235306710913974,0.007981399153013768,0.041510709490787626,1922.732531176096,1923.5306710913976,0.79813991530159,0.9883659333977152,0.9888391954085106,0.00047326201079544994,0.0478832783287575
17,12.179242474617304,12.18219186228245,0.0029493876651454087,0.024216511587582003,12.179242474617304,12.18219186228245,0.0029493876651454087,0.024216511587582003,1217.9242474617304,1218.219186228245,0.29493876651463324,1.0114701949647038,1.011742603181102,0.00027240821639828994,0.026931907411052867
18,11.399360218573698,11.4027766030094,0.0034163844357024686,0.02996996647352136,11.399360218573698,11.4027766030094,0.0034163844357024686,0.02996996647352136,1139.9360218573695,1140.27766030094,0.3416384435704458,1.0080890517129473,1.0084249296975332,0.00033587798458589724,0.03331828512720901
19,11.330264741836451,11.3345559597659,0.004291217929448976,0.03787394228842564,11.330264741836451,11.3345559597659,0.004291217929448976,0.03787394228842564,1133.0264741836452,1133.45559597659,0.4291217929448976,1.0113629667262565,1.0117702263646982,0.00040725963844168156,0.04026839540703824
20,10.484121388241356,10.485386855407976,0.0012654671666201267,0.012070321582115911,10.484121388241356,10.485386855407976,0.0012654671666201267,0.012070321582115911,1048.4121388241358,1048.5386855407976,0.1265467166617782,1.00820064387262,1.0083253659567402,0.0001247220841200658,0.012370760213065652
21,16.092790097416078,16.102004948010105,0.009214850594027268,0.05726073936369083,16.092790097416078,16.102004948010105,0.009214850594027268,0.05726073936369083,1609.2790097416078,1610.2004948010106,0.9214850594028121,0.9819328077693118,0.9825535944994512,0.0006207867301394332,0.06322089711511873
5,11.953229109564342,11.95570204093702,0.002472931372677678,0.02068839599752145,11.953229109564342,11.95570204093702,0.002472931372677678,0.02068839599752145,1195.3229109564345,1195.5702040937022,0.24729313726766122,1.010076887616059,1.0103042323820983,0.00022734476603925025,0.022507669349391787
1,32.49829632884024,32.49311521822343,-0.005181110616810258,-0.015942714548431085,32.49829632884024,32.49311521822343,-0.005181110616810258,-0.015942714548431085,3249.829632884024,3249.311521822343,-0.5181110616808837,1.0224242970849968,1.022276480539903,-0.00014781654509388176,-0.014457456216104905
56,18.43247066995663,18.432962920168013,0.0004922502113835492,0.002670560122934987,18.43247066995663,18.432962920168013,0.0004922502113835492,0.002670560122934987,1843.2470669956629,1843.296292016801,0.04922502113822702,1.0220678700978654,1.022100234748948,3.2364651082694706e-05,0.003166585314886742
29,35.56506009618732,35.562059082933374,-0.0030010132539430856,-0.008438094145846259,35.56506009618732,35.562059082933374,-0.0030010132539430856,-0.008438094145846259,3556.506009618732,3556.2059082933374,-0.3001013253947349,1.0235014369213289,1.023422297543959,-7.913937736980792e-05,-0.007732219468871243
30,21.0488227029227,21.05729635164299,0.008473648720290328,0.04025711480345043,21.0488227029227,21.05729635164299,0.008473648720290328,0.04025711480345043,2104.88227029227,2105.729635164299,0.8473648720291749,1.005682158356925,1.0060969035267682,0.0004147451698430782,0.041240183729687054
3,20.41157815675392,20.418201893167243,0.006623736413324366,0.032450878430155386,20.41157815675392,20.418201893167243,0.006623736413324366,0.032450878430155386,2041.157815675392,2041.8201893167245,0.6623736413325787,0.9979754768324786,0.9983181254620668,0.00034264862958821585,0.034334373693807034
32,21.82989772468831,21.837785225240783,0.007887500552474336,0.03613164226396739,21.82989772468831,21.837785225240783,0.007887500552474336,0.03613164226396739,2182.989772468831,2183.778522524078,0.7887500552474194,1.0085709259799815,1.0089435588821036,0.0003726329021220831,0.03694662343751512
33,12.280887223533728,12.280622727203564,-0.0002644963301641212,-0.0021537233047565964,12.280887223533728,12.280622727203564,-0.0002644963301641212,-0.0021537233047565964,1228.0887223533728,1228.0622727203563,-0.026449633016454754,1.0124663766573148,1.0124477260998226,-1.865055749217248e-05,-0.0018420915422147452
